id,name,year,category,count
63f627aad8966ef293f0f0ec,Arroyo Viejo,2021,Intentional self-harm (suicide),0
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Alzheimer's disease,1
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Cancerous tumor,2
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Chronic lower respiratory diseases,0
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Diabetes,0
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Assault (homicide),0
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Diseases of heart,1
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Essential hypertension and hypertensive renal disease,0
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Accidents (unintentional injuries),0
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Chronic liver disease and cirrhosis,0
63f62801d8966ef293f0f1d8,Asco - Radum,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Parkinson's disease,0
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Influenza and pneumonia,0
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Cerebrovascular diseases,1
63f62801d8966ef293f0f1d8,Asco - Radum,2021,Intentional self-harm (suicide),0
63f627d3d8966ef293f0f161,Ashland,2021,Alzheimer's disease,3
63f627d3d8966ef293f0f161,Ashland,2021,Cancerous tumor,27
63f627d3d8966ef293f0f161,Ashland,2021,Chronic lower respiratory diseases,1
63f627d3d8966ef293f0f161,Ashland,2021,Diabetes,1
63f627d3d8966ef293f0f161,Ashland,2021,Assault (homicide),0
63f627d3d8966ef293f0f161,Ashland,2021,Diseases of heart,24
63f627d3d8966ef293f0f161,Ashland,2021,Essential hypertension and hypertensive renal disease,1
63f627d3d8966ef293f0f161,Ashland,2021,Accidents (unintentional injuries),6
63f627d3d8966ef293f0f161,Ashland,2021,Chronic liver disease and cirrhosis,1
63f627d3d8966ef293f0f161,Ashland,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627d3d8966ef293f0f161,Ashland,2021,Parkinson's disease,0
63f627d3d8966ef293f0f161,Ashland,2021,Influenza and pneumonia,0
63f627d3d8966ef293f0f161,Ashland,2021,Cerebrovascular diseases,8
63f627d3d8966ef293f0f161,Ashland,2021,Intentional self-harm (suicide),0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Alzheimer's disease,0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Cancerous tumor,0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Chronic lower respiratory diseases,0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Diabetes,0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Assault (homicide),0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Diseases of heart,0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Essential hypertension and hypertensive renal disease,0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Accidents (unintentional injuries),0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Chronic liver disease and cirrhosis,0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Parkinson's disease,0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Influenza and pneumonia,0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Cerebrovascular diseases,0
63f627f7d8966ef293f0f1ba,Autumn Valley,2021,Intentional self-harm (suicide),0
63f627f9d8966ef293f0f1c0,Avondale,2021,Alzheimer's disease,0
63f627f9d8966ef293f0f1c0,Avondale,2021,Cancerous tumor,0
63f627f9d8966ef293f0f1c0,Avondale,2021,Chronic lower respiratory diseases,0
63f627f9d8966ef293f0f1c0,Avondale,2021,Diabetes,0
63f627f9d8966ef293f0f1c0,Avondale,2021,Assault (homicide),0
63f627f9d8966ef293f0f1c0,Avondale,2021,Diseases of heart,0
63f627f9d8966ef293f0f1c0,Avondale,2021,Essential hypertension and hypertensive renal disease,0
63f627f9d8966ef293f0f1c0,Avondale,2021,Accidents (unintentional injuries),0
63f627f9d8966ef293f0f1c0,Avondale,2021,Chronic liver disease and cirrhosis,0
63f627f9d8966ef293f0f1c0,Avondale,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627f9d8966ef293f0f1c0,Avondale,2021,Parkinson's disease,0
63f627f9d8966ef293f0f1c0,Avondale,2021,Influenza and pneumonia,0
63f627f9d8966ef293f0f1c0,Avondale,2021,Cerebrovascular diseases,0
63f627f9d8966ef293f0f1c0,Avondale,2021,Intentional self-harm (suicide),0
63f627e9d8966ef293f0f18c,Bancroft,2021,Alzheimer's disease,1
63f627e9d8966ef293f0f18c,Bancroft,2021,Cancerous tumor,3
63f627e9d8966ef293f0f18c,Bancroft,2021,Chronic lower respiratory diseases,0
63f627e9d8966ef293f0f18c,Bancroft,2021,Diabetes,0
63f627e9d8966ef293f0f18c,Bancroft,2021,Assault (homicide),0
63f627e9d8966ef293f0f18c,Bancroft,2021,Diseases of heart,4
63f627e9d8966ef293f0f18c,Bancroft,2021,Essential hypertension and hypertensive renal disease,0
63f627e9d8966ef293f0f18c,Bancroft,2021,Accidents (unintentional injuries),1
63f627e9d8966ef293f0f18c,Bancroft,2021,Chronic liver disease and cirrhosis,0
63f627e9d8966ef293f0f18c,Bancroft,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627e9d8966ef293f0f18c,Bancroft,2021,Parkinson's disease,0
63f627e9d8966ef293f0f18c,Bancroft,2021,Influenza and pneumonia,0
63f627e9d8966ef293f0f18c,Bancroft,2021,Cerebrovascular diseases,1
63f627e9d8966ef293f0f18c,Bancroft,2021,Intentional self-harm (suicide),0
63f627aad8966ef293f0f0ed,Bartlett,2021,Alzheimer's disease,1
63f627aad8966ef293f0f0ed,Bartlett,2021,Cancerous tumor,2
63f627aad8966ef293f0f0ed,Bartlett,2021,Chronic lower respiratory diseases,0
63f627aad8966ef293f0f0ed,Bartlett,2021,Diabetes,0
63f627aad8966ef293f0f0ed,Bartlett,2021,Assault (homicide),0
63f627aad8966ef293f0f0ed,Bartlett,2021,Diseases of heart,2
63f627aad8966ef293f0f0ed,Bartlett,2021,Essential hypertension and hypertensive renal disease,0
63f627aad8966ef293f0f0ed,Bartlett,2021,Accidents (unintentional injuries),1
63f627aad8966ef293f0f0ed,Bartlett,2021,Chronic liver disease and cirrhosis,0
63f627aad8966ef293f0f0ed,Bartlett,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627aad8966ef293f0f0ed,Bartlett,2021,Parkinson's disease,0
63f627aad8966ef293f0f0ed,Bartlett,2021,Influenza and pneumonia,0
63f627aad8966ef293f0f0ed,Bartlett,2021,Cerebrovascular diseases,1
63f627aad8966ef293f0f0ed,Bartlett,2021,Intentional self-harm (suicide),0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Alzheimer's disease,0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Cancerous tumor,32
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Chronic lower respiratory diseases,0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Diabetes,0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Assault (homicide),0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Diseases of heart,17
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Essential hypertension and hypertensive renal disease,0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Accidents (unintentional injuries),0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Chronic liver disease and cirrhosis,0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Parkinson's disease,0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Influenza and pneumonia,0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Cerebrovascular diseases,0
63f627e7d8966ef293f0f185,Bay Farm Island,2021,Intentional self-harm (suicide),0
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Alzheimer's disease,1
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Cancerous tumor,5
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Chronic lower respiratory diseases,1
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Diabetes,0
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Assault (homicide),0
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Diseases of heart,6
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Essential hypertension and hypertensive renal disease,1
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Accidents (unintentional injuries),1
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Chronic liver disease and cirrhosis,0
63f627ced8966ef293f0f157,Bay-O-Vista,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Parkinson's disease,0
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Influenza and pneumonia,0
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Cerebrovascular diseases,2
63f627ced8966ef293f0f157,Bay-O-Vista,2021,Intentional self-harm (suicide),0
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Alzheimer's disease,0
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Cancerous tumor,6
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Chronic lower respiratory diseases,0
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Diabetes,0
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Assault (homicide),0
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Diseases of heart,8
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Essential hypertension and hypertensive renal disease,0
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Accidents (unintentional injuries),4
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Chronic liver disease and cirrhosis,0
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Parkinson's disease,0
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Influenza and pneumonia,0
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Cerebrovascular diseases,3
63f627e1d8966ef293f0f172,Bayfront and Peninsula,2021,Intentional self-harm (suicide),0
63f6279cd8966ef293f0f0c0,Bayside,2021,Alzheimer's disease,10
63f6279cd8966ef293f0f0c0,Bayside,2021,Cancerous tumor,32
63f6279cd8966ef293f0f0c0,Bayside,2021,Chronic lower respiratory diseases,6
63f6279cd8966ef293f0f0c0,Bayside,2021,Diabetes,5
63f6279cd8966ef293f0f0c0,Bayside,2021,Assault (homicide),0
63f6279cd8966ef293f0f0c0,Bayside,2021,Diseases of heart,33
63f6279cd8966ef293f0f0c0,Bayside,2021,Essential hypertension and hypertensive renal disease,0
63f6279cd8966ef293f0f0c0,Bayside,2021,Accidents (unintentional injuries),8
63f6279cd8966ef293f0f0c0,Bayside,2021,Chronic liver disease and cirrhosis,0
63f6279cd8966ef293f0f0c0,Bayside,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f6279cd8966ef293f0f0c0,Bayside,2021,Parkinson's disease,0
63f6279cd8966ef293f0f0c0,Bayside,2021,Influenza and pneumonia,0
63f6279cd8966ef293f0f0c0,Bayside,2021,Cerebrovascular diseases,13
63f6279cd8966ef293f0f0c0,Bayside,2021,Intentional self-harm (suicide),0
63f627abd8966ef293f0f0ee,Bella Vista,2021,Alzheimer's disease,0
63f627abd8966ef293f0f0ee,Bella Vista,2021,Cancerous tumor,2
63f627abd8966ef293f0f0ee,Bella Vista,2021,Chronic lower respiratory diseases,0
63f627abd8966ef293f0f0ee,Bella Vista,2021,Diabetes,0
63f627abd8966ef293f0f0ee,Bella Vista,2021,Assault (homicide),0
63f627abd8966ef293f0f0ee,Bella Vista,2021,Diseases of heart,2
63f627abd8966ef293f0f0ee,Bella Vista,2021,Essential hypertension and hypertensive renal disease,0
63f627abd8966ef293f0f0ee,Bella Vista,2021,Accidents (unintentional injuries),0
63f627abd8966ef293f0f0ee,Bella Vista,2021,Chronic liver disease and cirrhosis,0
63f627abd8966ef293f0f0ee,Bella Vista,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627abd8966ef293f0f0ee,Bella Vista,2021,Parkinson's disease,0
63f627abd8966ef293f0f0ee,Bella Vista,2021,Influenza and pneumonia,0
63f627abd8966ef293f0f0ee,Bella Vista,2021,Cerebrovascular diseases,0
63f627abd8966ef293f0f0ee,Bella Vista,2021,Intentional self-harm (suicide),0
63f627e3d8966ef293f0f177,Best Manor,2021,Alzheimer's disease,0
63f627e3d8966ef293f0f177,Best Manor,2021,Cancerous tumor,2
63f627e3d8966ef293f0f177,Best Manor,2021,Chronic lower respiratory diseases,0
63f627e3d8966ef293f0f177,Best Manor,2021,Diabetes,0
63f627e3d8966ef293f0f177,Best Manor,2021,Assault (homicide),0
63f627e3d8966ef293f0f177,Best Manor,2021,Diseases of heart,2
63f627e3d8966ef293f0f177,Best Manor,2021,Essential hypertension and hypertensive renal disease,0
63f627e3d8966ef293f0f177,Best Manor,2021,Accidents (unintentional injuries),0
63f627e3d8966ef293f0f177,Best Manor,2021,Chronic liver disease and cirrhosis,0
63f627e3d8966ef293f0f177,Best Manor,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627e3d8966ef293f0f177,Best Manor,2021,Parkinson's disease,0
63f627e3d8966ef293f0f177,Best Manor,2021,Influenza and pneumonia,0
63f627e3d8966ef293f0f177,Best Manor,2021,Cerebrovascular diseases,1
63f627e3d8966ef293f0f177,Best Manor,2021,Intentional self-harm (suicide),0
63f62800d8966ef293f0f1d5,Birdland,2021,Alzheimer's disease,0
63f62800d8966ef293f0f1d5,Birdland,2021,Cancerous tumor,1
63f62800d8966ef293f0f1d5,Birdland,2021,Chronic lower respiratory diseases,0
63f62800d8966ef293f0f1d5,Birdland,2021,Diabetes,0
63f62800d8966ef293f0f1d5,Birdland,2021,Assault (homicide),0
63f62800d8966ef293f0f1d5,Birdland,2021,Diseases of heart,1
63f62800d8966ef293f0f1d5,Birdland,2021,Essential hypertension and hypertensive renal disease,0
63f62800d8966ef293f0f1d5,Birdland,2021,Accidents (unintentional injuries),0
63f62800d8966ef293f0f1d5,Birdland,2021,Chronic liver disease and cirrhosis,0
63f62800d8966ef293f0f1d5,Birdland,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f62800d8966ef293f0f1d5,Birdland,2021,Parkinson's disease,0
63f62800d8966ef293f0f1d5,Birdland,2021,Influenza and pneumonia,0
63f62800d8966ef293f0f1d5,Birdland,2021,Cerebrovascular diseases,0
63f62800d8966ef293f0f1d5,Birdland,2021,Intentional self-harm (suicide),0
63f6279cd8966ef293f0f0c1,Blacow,2021,Alzheimer's disease,1
63f6279cd8966ef293f0f0c1,Blacow,2021,Cancerous tumor,3
63f6279cd8966ef293f0f0c1,Blacow,2021,Chronic lower respiratory diseases,1
63f6279cd8966ef293f0f0c1,Blacow,2021,Diabetes,1
63f6279cd8966ef293f0f0c1,Blacow,2021,Assault (homicide),0
63f6279cd8966ef293f0f0c1,Blacow,2021,Diseases of heart,3
63f6279cd8966ef293f0f0c1,Blacow,2021,Essential hypertension and hypertensive renal disease,0
63f6279cd8966ef293f0f0c1,Blacow,2021,Accidents (unintentional injuries),1
63f6279cd8966ef293f0f0c1,Blacow,2021,Chronic liver disease and cirrhosis,0
63f6279cd8966ef293f0f0c1,Blacow,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f6279cd8966ef293f0f0c1,Blacow,2021,Parkinson's disease,0
63f6279cd8966ef293f0f0c1,Blacow,2021,Influenza and pneumonia,0
63f6279cd8966ef293f0f0c1,Blacow,2021,Cerebrovascular diseases,1
63f6279cd8966ef293f0f0c1,Blacow,2021,Intentional self-harm (suicide),0
63f627e4d8966ef293f0f17d,Bonaire,2021,Alzheimer's disease,0
63f627e4d8966ef293f0f17d,Bonaire,2021,Cancerous tumor,3
63f627e4d8966ef293f0f17d,Bonaire,2021,Chronic lower respiratory diseases,0
63f627e4d8966ef293f0f17d,Bonaire,2021,Diabetes,0
63f627e4d8966ef293f0f17d,Bonaire,2021,Assault (homicide),0
63f627e4d8966ef293f0f17d,Bonaire,2021,Diseases of heart,4
63f627e4d8966ef293f0f17d,Bonaire,2021,Essential hypertension and hypertensive renal disease,0
63f627e4d8966ef293f0f17d,Bonaire,2021,Accidents (unintentional injuries),0
63f627e4d8966ef293f0f17d,Bonaire,2021,Chronic liver disease and cirrhosis,0
63f627e4d8966ef293f0f17d,Bonaire,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627e4d8966ef293f0f17d,Bonaire,2021,Parkinson's disease,0
63f627e4d8966ef293f0f17d,Bonaire,2021,Influenza and pneumonia,0
63f627e4d8966ef293f0f17d,Bonaire,2021,Cerebrovascular diseases,0
63f627e4d8966ef293f0f17d,Bonaire,2021,Intentional self-harm (suicide),0
63f627f9d8966ef293f0f1c2,Bonde Ranch,2021,Alzheimer's disease,0
63f627f9d8966ef293f0f1c2,Bonde Ranch,2021,Cancerous tumor,0
63f627f9d8966ef293f0f1c2,Bonde Ranch,2021,Chronic lower respiratory diseases,0
63f627f9d8966ef293f0f1c2,Bonde Ranch,2021,Diabetes,0
